epoch,test,train
0.0,0.28285714285714286,0.2840740740740741
50.0,0.9071428571428571,0.9072751322751322
100.0,0.9307142857142857,0.929074074074074
150.0,0.9392857142857143,0.9384920634920635
200.0,0.9480952380952381,0.9472751322751323
250.0,0.9547619047619048,0.9545238095238096
300.0,0.9602380952380952,0.9592857142857143
350.0,0.9616666666666667,0.9608465608465608
400.0,0.964047619047619,0.9636772486772487
450.0,0.969047619047619,0.9685449735449736
500.0,0.9685714285714285,0.9682539682539683
550.0,0.9726190476190476,0.9723544973544973
600.0,0.9730952380952381,0.9732539682539683
650.0,0.9728571428571429,0.9736772486772487
700.0,0.9757142857142858,0.975978835978836
750.0,0.9766666666666667,0.9770634920634921
800.0,0.9776190476190476,0.9778306878306878
850.0,0.9785714285714285,0.9787830687830688
900.0,0.9792857142857143,0.9794444444444445
950.0,0.9802380952380952,0.9801322751322751
1000.0,0.9809523809523809,0.9807936507936508
1050.0,0.9809523809523809,0.9808730158730159
1100.0,0.9809523809523809,0.9808730158730159
1150.0,0.9809523809523809,0.9808730158730159
1200.0,0.9809523809523809,0.9808730158730159
1250.0,0.9809523809523809,0.9808730158730159
1300.0,0.9809523809523809,0.9808730158730159
1350.0,0.9809523809523809,0.9808730158730159
1400.0,0.9809523809523809,0.9808730158730159
1450.0,0.9809523809523809,0.9808730158730159
1500.0,0.9809523809523809,0.9808730158730159
1550.0,0.9809523809523809,0.9808730158730159
1600.0,0.9809523809523809,0.9808730158730159
1650.0,0.9809523809523809,0.9808730158730159
1700.0,0.9809523809523809,0.9808730158730159
1750.0,0.9809523809523809,0.9808730158730159
1800.0,0.9809523809523809,0.9808730158730159
1850.0,0.9809523809523809,0.9808730158730159
1900.0,0.9809523809523809,0.9808730158730159
1950.0,0.9809523809523809,0.9808730158730159
