epoch,test,train
0.0,0.21642857142857144,0.23074074074074075
50.0,0.9085714285714286,0.9035449735449735
100.0,0.9328571428571428,0.9271164021164021
150.0,0.9416666666666667,0.9372486772486772
200.0,0.950952380952381,0.9471693121693122
250.0,0.9545238095238096,0.9517460317460318
300.0,0.9583333333333334,0.9555555555555556
350.0,0.9633333333333334,0.9608201058201058
400.0,0.9676190476190476,0.965
450.0,0.9683333333333334,0.9674603174603175
500.0,0.9697619047619047,0.9679629629629629
550.0,0.9728571428571429,0.9715343915343916
600.0,0.9742857142857143,0.9725396825396826
650.0,0.9752380952380952,0.9724603174603175
700.0,0.9766666666666667,0.9752910052910053
750.0,0.9788095238095238,0.9769047619047619
800.0,0.9795238095238096,0.9774603174603175
850.0,0.979047619047619,0.9772751322751323
900.0,0.9804761904761905,0.9790740740740741
950.0,0.9807142857142858,0.9788624338624339
1000.0,0.9826190476190476,0.9807671957671957
1050.0,0.9828571428571429,0.9808465608465609
1100.0,0.9828571428571429,0.9808465608465609
1150.0,0.9828571428571429,0.9808465608465609
1200.0,0.9828571428571429,0.9808465608465609
1250.0,0.9828571428571429,0.9808465608465609
1300.0,0.9828571428571429,0.9808465608465609
1350.0,0.9828571428571429,0.9808465608465609
1400.0,0.9828571428571429,0.9808465608465609
1450.0,0.9828571428571429,0.9808465608465609
1500.0,0.9828571428571429,0.9808465608465609
1550.0,0.9828571428571429,0.9808465608465609
1600.0,0.9828571428571429,0.9808465608465609
1650.0,0.9828571428571429,0.9808465608465609
1700.0,0.9828571428571429,0.9808465608465609
1750.0,0.9828571428571429,0.9808465608465609
1800.0,0.9828571428571429,0.9808465608465609
1850.0,0.9828571428571429,0.9808465608465609
1900.0,0.9828571428571429,0.9808465608465609
1950.0,0.9828571428571429,0.9808465608465609
