epoch,test,train
0.0,0.2509523809523809,0.24441798941798942
50.0,0.905,0.904973544973545
100.0,0.9261904761904762,0.9264285714285714
150.0,0.9376190476190476,0.9393121693121693
200.0,0.944047619047619,0.945
250.0,0.9511904761904761,0.9498148148148148
300.0,0.9554761904761905,0.9535714285714286
350.0,0.9602380952380952,0.9593121693121693
400.0,0.9673809523809523,0.9642592592592593
450.0,0.969047619047619,0.9664550264550265
500.0,0.9678571428571429,0.9663492063492064
550.0,0.9733333333333334,0.970925925925926
600.0,0.9752380952380952,0.971931216931217
650.0,0.9730952380952381,0.9710582010582011
700.0,0.9778571428571429,0.9754761904761905
750.0,0.9783333333333334,0.9762962962962963
800.0,0.9792857142857143,0.9771428571428571
850.0,0.9802380952380952,0.9780952380952381
900.0,0.9814285714285714,0.9789417989417989
950.0,0.9811904761904762,0.9796560846560847
1000.0,0.9823809523809524,0.9806613756613757
1050.0,0.9823809523809524,0.9806878306878307
1100.0,0.9823809523809524,0.9806878306878307
1150.0,0.9823809523809524,0.9806878306878307
1200.0,0.9823809523809524,0.9806878306878307
1250.0,0.9823809523809524,0.9806878306878307
1300.0,0.9823809523809524,0.9806878306878307
1350.0,0.9823809523809524,0.9806878306878307
1400.0,0.9823809523809524,0.9806878306878307
1450.0,0.9823809523809524,0.9806878306878307
1500.0,0.9823809523809524,0.9806878306878307
1550.0,0.9823809523809524,0.9806878306878307
1600.0,0.9823809523809524,0.9806878306878307
1650.0,0.9823809523809524,0.9806878306878307
1700.0,0.9823809523809524,0.9806878306878307
1750.0,0.9823809523809524,0.9806878306878307
1800.0,0.9823809523809524,0.9806878306878307
1850.0,0.9823809523809524,0.9806878306878307
1900.0,0.9823809523809524,0.9806878306878307
1950.0,0.9823809523809524,0.9806878306878307
